OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,Shape__Area,Shape__Length
3389,4c07d11e-0694-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10041,147035,St. Peter's,147035026,147035026,A147035026,0,0,3389,4608252.79864502,10796.1833697238
3390,4c07d11e-0695-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04002,267002,Balbriggan Rural,267002034,267002034,A267002034,0,0,3390,4354528.80560303,10014.1550230856
3391,4c07d11e-0696-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11048,167085,Stamullin,167085013,167085013,A167085013,0,0,3391,3487404.53393555,10514.519894201
3392,4c07d11e-0697-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11045,167038,Julianstown,167038012,167038003/167038004/167038012,A167038012,0,1,3392,7659215.27450562,14585.9490705235
3393,4c07d11e-0698-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11045,167038,Julianstown,167038008,167038008,A167038008,0,0,3393,3409320.22470093,9435.43429525784
3394,4c07d11e-0699-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11045,167038,Julianstown,167038009,167038009,A167038009,0,0,3394,3620154.22732544,11034.6830824673
3395,4c07d11e-069a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11045,167038,Julianstown,167038010,167038010,A167038010,0,0,3395,6048884.10791016,14815.5230224297
3396,4c07d11e-069b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10042,147038,Termonfeckin,147038008,147038008,A147038008,0,0,3396,2556954.01727295,9792.08953535895
3397,4c07d11e-069c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10012,147011,Collon,147011005,147011005,A147011005,0,0,3397,3822249.79272461,10543.319786578
3398,4c07d11e-069d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10039,147030,Monasterboice,147030001,147030001,A147030001,0,0,3398,8092285.02249146,12929.5526538838
3399,4c07d11e-069e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10039,147030,Monasterboice,147030004,147030004,A147030004,0,0,3399,3500111.61541748,9471.55106366964
3400,4c07d11e-1182-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29057,157081,Gleann Chaisil,157081001,157081001,A157081001,0,0,3400,7083411.65621948,14903.1363921932
3401,4c07d11e-1183-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29055,157036,Béal an Mhuirthead,157036005,157036005,A157036005,0,0,3401,5260176.69387817,10871.4628403703
3402,4c07d11e-1184-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29051,157008,An Geata Mór Thuaidh,157008001/157008003,157008001/157008003,A157008001/157008003,0,0,3402,15995405.0073547,36920.6909513436
3403,4c07d11e-1185-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29051,157008,An Geata Mór Thuaidh,157008004,157008004,A157008004,0,0,3403,9154500.82839966,22673.1723457083
3404,4c07d11e-1186-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29061,157111,Cnoc na Lobhar,157111001,157111001,A157111001,0,0,3404,4542524.5083313,12248.7522236564
3405,4c07d11e-1187-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29061,157111,Cnoc na Lobhar,157111003,157111003,A157111003,0,0,3405,10997624.0308533,15056.8470982442
3406,4c07d11e-1188-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29061,157111,Cnoc na Lobhar,157111004,157111004,A157111004,0,0,3406,6303439.97433472,13007.1763605023
3407,4c07d11e-11da-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,06040,087066,Maynooth,087066038,087066038,A087066038,0,0,3407,6639040.00863647,14459.4775011726
3408,4c07d11e-11db-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,06040,087066,Maynooth,087066024,087066024,A087066024,0,0,3408,679171.292144775,6568.70932907702
3409,4c07d11e-11dc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,06040,087066,Maynooth,087066049,087066049,A087066049,0,0,3409,8615088.7121582,14394.1136732766
3410,4c07d11e-11dd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11077,167031,Gallow,167031001,167031001,A167031001,0,0,3410,11667729.835968,15962.1178137999
3411,4c07d11e-11de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11017,167079,Rodanstown,167079001,167079001,A167079001,0,0,3411,5552078.75296021,12211.7272911565
3412,4c07d11e-12e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14062,247103,Rossminoge,247103001,247103001,A247103001,0,0,3412,8004374.87237549,14218.1443961576
3413,4c07d11e-0c8a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14053,247057,Huntingtown,247057001,247057001,A247057001,0,0,3413,11855491.8253479,19213.9526927384
3414,4c07d11e-0c8b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14051,247052,Gorey Rural,247052001,247052001,A247052001,0,0,3414,13039456.0652466,17883.0414361843
3415,4c07d11e-0c8c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14062,247103,Rossminoge,247103002,247103002,A247103002,0,0,3415,8603906.95974731,13334.7171417852
3416,4c07d11e-05a2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34024,177012,Broomfield,177012003,177012003,A177012003,0,0,3416,6401276.66894531,13058.3729118593
3417,4c07d11e-05a3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34027,177019,Castleblayney Rural,177019002,177019002,A177019002,0,0,3417,6005184.43933105,12885.1932312849
3418,4c07d11e-05a4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34024,177012,Broomfield,177012001,177012001,A177012001,0,0,3418,5895471.41833496,11637.2693317667
3419,4c07d11e-05a5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10024,147012,Creggan Upper,147012003,147012003,A147012003,0,0,3419,7729310.46801758,15147.738278018
3420,4c07d11e-05a6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34027,177019,Castleblayney Rural,177019003,177019003,A177019003,0,0,3420,6169254.8270874,12983.1726744589
3421,4c07d11e-05a7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34028,177021,Church Hill,177021002,177021002,A177021002,0,0,3421,3108194.41955566,10257.4837196071
3422,4c07d11e-11e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11077,167031,Gallow,167031003,167031003,A167031003,0,0,3422,8010570.9147644,14134.022581204
3423,4c07d11e-11e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11091,167087,Summerhill,167087004,167087004,A167087004,0,0,3423,7538958.46832275,14303.5378688359
3424,4c07d11e-11e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11077,167031,Gallow,167031002,167031002,A167031002,0,0,3424,5137100.05679321,11669.7172970419
3425,4c07d11e-11e3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11014,167054,Kilmore,167054003,167054003,A167054003,0,0,3425,6099899.41030884,17156.7232056222
3426,4c07d11e-11e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11017,167079,Rodanstown,167079004,167079004,A167079004,0,0,3426,9501334.26330566,16721.3627879832
3427,4c07d11e-11e5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11014,167054,Kilmore,167054002,167054002,A167054002,0,0,3427,7953793.81607056,14492.9647146968
3428,4c07d11e-11e6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11017,167079,Rodanstown,167079003,167079003,A167079003,0,0,3428,5755800.26940918,13378.5919931326
3429,4c07d11e-11e7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11007,167024,Culmullin,167024002,167024002,A167024002,0,0,3429,5558259.79168701,11108.0961563256
3430,4c07d11e-11e8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11014,167054,Kilmore,167054005,167054005,A167054005,0,0,3430,5491736.78701782,11772.8230517002
3431,4c07d11e-11e9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11014,167054,Kilmore,167054001,167054001,A167054001,0,0,3431,9167711.23202515,18360.863961374
3432,4c07d11e-11ea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11010,167030,Dunshaughlin,167030021,167030021,A167030021,0,0,3432,6474114.5652771,16703.5170236949
3433,4c07d11e-11eb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14112,247078,Kilpatrick,247078001,247078001,A247078001,0,0,3433,10043465.8840637,17743.7508201163
3434,4c07d11e-11ec-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14112,247078,Kilpatrick,247078002,247078002,A247078002,0,0,3434,7725260.96859741,17055.0471191257
3435,4c07d11e-11ed-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14092,247003,Ardcavan,247003002,247003002,A247003002,0,0,3435,2468970.89593506,8242.98251649441
3436,4c07d11e-124a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14092,247003,Ardcavan,247003001,247003001,A247003001,0,0,3436,3270881.35650635,11647.9984608367
3437,4c07d11e-124b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14020,247044,Edermine,247044003,247044003,A247044003,0,0,3437,5317293.80496216,11636.1910292314
3438,4c07d11e-124c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14020,247044,Edermine,247044002,247044002,A247044002,0,0,3438,2420323.75219727,8321.63201371113
3439,4c07d11e-124d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14094,247005,Artramon,247005002,247005002,A247005002,0,0,3439,12084472.6698914,17706.3754069261
3440,4c07d11e-124e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14094,247005,Artramon,247005001,247005001,A247005001,0,0,3440,2514192.23049927,8017.96233551482
3441,4c07d11e-124f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14026,247074,Kilmallock,247074001,247074001,A247074001,0,0,3441,10461380.368103,15391.2874070445
3442,4c07d11e-0842-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32039,027007,Ballyhaise,027007002,027007002,A027007002,0,0,3442,4952228.734375,14025.3862814578
3443,4c07d11e-0843-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32061,027046,Drung,027046002,027046002,A027046002,0,0,3443,11759342.9529419,17648.9777457325
3444,4c07d11e-0844-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32080,027093,Waterloo,027093001,027093001,A027093001,0,0,3444,9135134.52642822,15723.2115329619
3445,4c07d11e-0845-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32080,027093,Waterloo,027093003,027093003,A027093003,0,0,3445,8887523.68771362,20870.0934251462
3446,4c07d11e-0846-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32077,027082,Stradone,027082001,027082001,A027082001,0,0,3446,8678726.6340332,18541.9403379428
3447,4c07d11e-0847-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32071,027066,Larah South,027066002,027066002,A027066002,0,0,3447,11465608.3120422,26972.5278478851
3448,4c07d11e-0848-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32007,027059,Killinkere,027059002,027059002,A027059002,0,0,3448,11138657.4046631,16195.1675684085
3449,4c07d11e-0876-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32005,027042,Drumanespick,027042002,027042002,A027042002,0,0,3449,7182929.07528687,18217.6188869133
3450,4c07d11e-05f7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34060,177046,Glaslough,177046002,177046002,A177046002,0,0,3450,11604003.246582,18792.2605454305
3451,4c07d11e-05f8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34061,177050,Killylough,177050001,177050001,A177050001,0,0,3451,10264133.0308838,16864.5621199469
3452,4c07d11e-05f9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34047,177002,Anketell Grove,177002002,177002002,A177002002,0,0,3452,6909654.71612549,11870.0812590796
3453,4c07d11e-05fa-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34047,177002,Anketell Grove,177002004,177002004,A177002004,0,0,3453,4736213.1762085,11147.3426010799
3454,4c07d11e-05fb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34057,177042,Emyvale,177042001,177042001,A177042001,0,0,3454,7534827.6852417,15290.5734656124
3455,4c07d11e-05fc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34057,177042,Emyvale,177042002,177042002,A177042002,0,0,3455,7576204.75445557,13742.7968324647
3456,4c07d11e-05fd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34060,177046,Glaslough,177046004,177046004,A177046004,0,0,3456,3854280.71569824,10761.7656927641
3457,4c07d11e-05fe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34059,177045,Figullar,177045002,177045002,A177045002,0,0,3457,7544612.07415771,14862.4173456275
3458,4c07d11e-125a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14020,247044,Edermine,247044005,247044005,A247044005,0,0,3458,4923022.87844849,10617.5617320906
3459,4c07d11e-125b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14021,247045,Enniscorthy Rural,247045018,247045018,A247045018,0,0,3459,6221228.88607788,11718.9323181418
3460,4c07d11e-125c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14010,247016,Ballyhuskard,247016003,247016003,A247016003,0,0,3460,5106060.79891968,13734.1328835275
3461,4c07d11e-125d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14010,247016,Ballyhuskard,247016006,247016006,A247016006,0,0,3461,6200322.21813965,10833.2152770406
3462,4c07d11e-125e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14010,247016,Ballyhuskard,247016005,247016005,A247016005,0,0,3462,9565975.25558472,19709.4981260368
3463,4c07d11e-125f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14017,247033,Castle Ellis,247033003,247033003,A247033003,0,0,3463,7179722.81402588,12814.5600545923
3464,4c07d11e-1260-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14017,247033,Castle Ellis,247033004,247033004,A247033004,0,0,3464,6733776.55566406,11826.2160548243
3465,4c07d11e-1261-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14018,247035,Castle Talbot,247035005,247035005,A247035005,0,0,3465,3025737.38305664,8021.3979736151
3466,4c07d11e-1262-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14013,247026,Bolaboy,247026002,247026002,A247026002,0,0,3466,5526719.2520752,11979.3913224903
3467,4c07d11e-1189-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29062,157121,Moing na Bó,157121002,157121002,A157121002,0,0,3467,6040530.76358032,11951.1977408311
3468,4c07d11e-118a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29017,157066,Crossmolina South,157066002,157066002,A157066002,0,0,3468,8664738.81713867,24230.351434273
3469,4c07d11e-118b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29017,157066,Crossmolina South,157066003,157066003,A157066003,0,0,3469,5975100.3085022,18187.0259196296
3470,4c07d11e-118c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29015,157047,Carrowmore,157047003,157047003,A157047003,0,0,3470,7113746.55725098,21131.2604557175
3471,4c07d11e-118d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29029,157120,Mount Falcon,157120003,157120003,A157120003,0,0,3471,2562366.50350952,9987.46024085142
3472,4c07d11e-118e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29015,157047,Carrowmore,157047002,157047002,A157047002,0,0,3472,6309484.27658081,14181.6548979002
3473,4c07d11e-118f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29010,157015,Ballina Rural,157015002,157015002,A157015002,0,0,3473,5476386.92651367,15633.2159012105
3474,4c07d11e-1190-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29010,157015,Ballina Rural,157015004,157015004,A157015004,0,0,3474,5800176.17218018,15028.2579988714
3475,4c07d11e-0cae-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,RN,Roscommon,30064,197031,Castleplunket,197031002,197031002,A197031002,0,0,3475,11791204.0623169,16796.1989228099
3476,4c07d11e-0caf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,RN,Roscommon,30097,197075,Killukin,197075001,197075001,A197075001,0,0,3476,16779507.791626,23498.4748380527
3477,4c07d11e-0cb0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,RN,Roscommon,30086,197053,Drumdaff,197053002,197053002,A197053002,0,0,3477,7380559.52661133,13514.6666056662
3478,4c07d11e-0749-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11049,167002,Ardbraccan,167002001,167002001,A167002001,0,0,3478,6844208.27758789,11542.1283711442
3479,4c07d11e-074a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11021,167010,Balrathboyne,167010002,167010002,A167010002,0,0,3479,6240460.36743164,14097.3571061511
3480,4c07d11e-074b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11033,167060,Martry,167060002,167060002,A167060002,0,0,3480,8728722.87173462,14525.3529470107
3481,4c07d11e-074c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11049,167002,Ardbraccan,167002002,167002002,A167002002,0,0,3481,2872141.9828186,9654.48094642966
3482,4c07d11e-074d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11049,167002,Ardbraccan,167002003,167002003,A167002003,0,0,3482,4169882.33770752,10120.2729534996
3483,4c07d11e-074e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11049,167002,Ardbraccan,167002007,167002007,A167002007,0,0,3483,4670862.60882568,14121.8004456167
3484,4c07d11e-074f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11033,167060,Martry,167060001,167060001,A167060001,0,0,3484,7981593.2013855,13540.8533719917
3485,4c07d11e-0750-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11026,167039,Ceannanus Mór (Kells) Rural,167039015,167039015,A167039015,0,0,3485,2512622.44766235,8668.58173009854
3486,4c07d11e-0751-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11022,167012,Boherboy,167012001,167012001,A167012001,0,0,3486,10945373.3713074,18574.7411211089
3487,4c07d11e-078d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11025,167016,Castlekeeran,167016001,167016001,A167016001,0,0,3487,6048317.6100769,15004.7259270084
3488,4c07d11e-078e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11026,167039,Ceannanus Mór (Kells) Rural,167039001,167039001,A167039001,0,0,3488,6733010.62332153,17791.6526418448
3489,4c07d11e-078f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11041,167089,Tailtin,167089003,167089003,A167089003,0,0,3489,7058188.30157471,12725.7527553855
3490,4c07d11e-0790-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11049,167002,Ardbraccan,167002006,167002006,A167002006,0,0,3490,5878941.38000488,13466.1925094851
3491,4c07d11e-0791-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065076,167065076,A167065076,0,0,3491,4470366.23773193,14772.5448659562
3492,4c07d11e-0792-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065077,167065077,A167065077,0,0,3492,3344285.30023193,9129.73225911849
3493,4c07d11e-0dba-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27057,067165,Liscananaun,067165004,067165004,A067165004,0,0,3493,2219536.60412598,7244.80944100802
3494,4c07d11e-0dbb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27040,067009,Eanach Dhúin,067009003,067009003,A067009003,0,0,3494,3321088.46109009,10074.2727426573
3495,4c07d11e-0dbc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27048,067055,Baile Chláir,067055001,067055001,A067055001,0,0,3495,5748012.86334229,12249.6969464498
3496,4c07d11e-0dbd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27048,067055,Baile Chláir,067055004,067055004,A067055004,0,0,3496,3091468.00506592,8750.67350410108
3497,4c07d11e-0dbe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27056,067157,Leacach Beag,067157001,067157001,A067157001,0,0,3497,7415144.73553467,17929.695053098
3498,4c07d11e-0dbf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27057,067165,Liscananaun,067165002,067165002,A067165002,0,0,3498,6901285.31600952,15584.3228555539
3499,4c07d11e-0dc0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27057,067165,Liscananaun,067165003,067165003,A067165003,0,0,3499,2192507.69061279,7890.81933416122
3500,4c07d11e-0dc1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27057,067165,Liscananaun,067165005,067165005,A067165005,0,0,3500,3340698.14956665,10843.7914434206
3501,4c07d11e-0dc2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27057,067165,Liscananaun,067165006,067165006,A067165006,0,0,3501,3073658.56518555,11768.8275479882
3502,4c07d11e-0dc3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27056,067157,Leacach Beag,067157003,067157003,A067157003,0,0,3502,4506925.60736084,10246.253836144
3503,4c07d11e-0dc4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27207,067144,Kilmoylan,067144001,067144001,A067144001,0,0,3503,8528914.51205444,13323.470727368
3504,4c07d11e-0dc5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27202,067126,Killeany,067126001,067126001,A067126001,0,0,3504,10335527.1350098,16998.4072958836
3505,4c07d11e-0dc6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27183,067020,Ballinduff,067020001,067020001,A067020001,0,0,3505,6066052.27453613,11788.8752039901
3506,4c07d11e-1250-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14092,247003,Ardcavan,247003011,247003011,A247003011,0,0,3506,6823781.34259033,19154.0773211496
