OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,Shape__Area,Shape__Length
3507,4c07d11e-1251-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14092,247003,Ardcavan,247003004,247003004,A247003004,0,0,3507,2605159.95214844,8606.31219668042
3508,4c07d11e-1252-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14092,247003,Ardcavan,247003006,247003006,A247003006,0,0,3508,4071097.85400391,13141.0616791129
3509,4c07d11e-1253-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14093,247004,Ardcolm,247004002,247004002,A247004002,0,0,3509,4107680.63000488,11169.3302196872
3510,4c07d11e-1254-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14017,247033,Castle Ellis,247033002,247033002,A247033002,0,0,3510,6364393.62747192,13386.2423809766
3511,4c07d11e-0ca2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14055,247065,Kilgorman,247065001,247065001,A247065001,0,0,3511,2797521.11260986,9457.9817036464
3512,4c07d11e-0ca3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14055,247065,Kilgorman,247065003,247065003,A247065003,0,0,3512,3319961.07992554,9312.94345914447
3513,4c07d11e-100a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18247,047023,Ballycottin,047023003,047023003,A047023003,0,0,3513,4721219.65429688,10281.3992463076
3514,4c07d11e-100b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18247,047023,Ballycottin,047023008,047023008,A047023008,0,0,3514,4700157.70404053,12715.9859948082
3515,4c07d11e-100c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18256,047156,Garryvoe,047156001,047156001,A047156001,0,0,3515,3113616.33770752,9261.28257687134
3516,4c07d11e-100d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18252,047105,Cloyne,047105015,047105015,A047105015,0,0,3516,6950288.22238159,18814.5945648022
3517,4c07d11e-100e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18252,047105,Cloyne,047105009,047105009,A047105009,0,0,3517,3155273.72436523,9520.48441075527
3518,4c07d11e-100f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18252,047105,Cloyne,047105004,047105004,A047105004,0,0,3518,8436436.60070801,20934.5346140935
3519,4c07d11e-1052-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18250,047086,Castlemartyr,047086001,047086001,A047086001,0,0,3519,6344717.35705566,14177.5630417091
3520,4c07d11e-1053-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18250,047086,Castlemartyr,047086003,047086003,A047086003,0,0,3520,6828257.98858643,12240.9180569977
3521,4c07d11e-1054-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18260,047253,Midleton Rural,047253003,047253003,A047253003,0,0,3521,9956382.65206909,17312.6420935514
3522,4c07d11e-1055-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18260,047253,Midleton Rural,047253026,047253026,A047253026,0,0,3522,7846374.09313965,15887.2527147505
3523,4c07d11e-1056-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18250,047086,Castlemartyr,047086002,047086002,A047086002,0,0,3523,6022122.66723633,18262.6237923366
3524,4c07d11e-1057-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18250,047086,Castlemartyr,047086004,047086004,A047086004,0,0,3524,4084490.33007813,11033.2763296431
3525,4c07d11e-1058-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18256,047156,Garryvoe,047156003,047156003,A047156003,0,0,3525,5353707.53979492,15188.5604912066
3526,4c07d11e-1059-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18257,047173,Ightermurragh,047173003,047173003,A047173003,0,0,3526,5366101.63839722,10393.5102155842
3527,4c07d11e-105a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18256,047156,Garryvoe,047156002,047156002,A047156002,0,0,3527,6880788.23529053,13211.9681975008
3528,4c07d11e-105b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18257,047173,Ightermurragh,047173004,047173004,A047173004,0,0,3528,14146478.0132141,23542.8141699259
3529,4c07d11e-105c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18323,047202,Killeagh,047202003,047202003,A047202003,0,0,3529,4566848.21054077,10940.4455016038
3530,4c07d11e-105d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18324,047205,Kilmacdonogh,047205002,047205002,A047205002,0,0,3530,10029903.6361389,14055.7734193909
3531,4c07d11e-105e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18095,047229,Knockraha,047229005,047229005,A047229005,0,0,3531,8492270.73226929,13405.5750940859
3532,4c07d11e-1263-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14013,247026,Bolaboy,247026001,247026001,A247026001,0,0,3532,7761834.44512939,18105.1187779179
3533,4c07d11e-1264-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14018,247035,Castle Talbot,247035002,247035002,A247035002,0,0,3533,7653939.77963257,17157.2585384867
3534,4c07d11e-1265-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14012,247022,Ballyvaldon,247022003,247022003,A247022003,0,0,3534,4476069.23233032,11775.9922763979
3535,4c07d11e-1266-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14012,247022,Ballyvaldon,247022002,247022002,A247022002,0,0,3535,4381504.89685059,10346.5041662282
3536,4c07d11e-1267-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14021,247045,Enniscorthy Rural,247045035,247045035,A247045035,0,0,3536,7253397.34490967,13165.7031749784
3537,4c07d11e-1268-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14010,247016,Ballyhuskard,247016002,247016002,A247016002,0,0,3537,6281346.82138062,11968.9630886112
3538,4c07d11e-12c6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14037,247112,Tinnacross,247112003,247112003,A247112003,0,0,3538,10729572.9693909,19236.3129834873
3539,4c07d11e-12c7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14013,247026,Bolaboy,247026003,247026003,A247026003,0,0,3539,4511084.5847168,10963.5757463354
3540,4c07d11e-12c8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14024,247062,Kilcormick,247062003,247062003,A247062003,0,0,3540,6267970.01629639,14420.4150883139
3541,4c07d11e-12c9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14063,247116,Wells,247116001,247116001,A247116001,0,0,3541,7029574.81100464,17808.0418849698
3542,4c07d11e-12ca-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14024,247062,Kilcormick,247062001,247062001,A247062001,0,0,3542,7796233.40496826,14172.0630064685
3543,4c07d11e-0d0a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15054,257038,Glenealy,257038007,257038007,A257038007,0,0,3543,8968390.07211304,13043.411572535
3544,4c07d11e-0d0b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15045,257014,Ballycullen,257014001,257014001,A257014001,0,0,3544,13887462.7351379,18102.2117847275
3545,4c07d11e-0d0c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15054,257038,Glenealy,257038006,257038006,A257038006,0,0,3545,5377729.61456299,11061.774938651
3546,4c07d11e-0d0d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15054,257038,Glenealy,257038008,257038008,A257038008,0,0,3546,5251493.7505188,14279.2386773486
3547,4c07d11e-0d0e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15066,257077,Wicklow Rural,257077023,257077023,A257077023,0,0,3547,3203798.68682861,10441.3035785579
3548,4c07d11e-0d0f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15057,257050,Killiskey,257050002,257050002,A257050002,0,0,3548,9785962.67562866,18633.2878262842
3549,4c07d11e-0d10-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15066,257077,Wicklow Rural,257077024,257077024,A257077024,0,0,3549,7032688.2562561,14032.4111141048
3550,4c07d11e-1094-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29029,157120,Mount Falcon,157120001,157120001,A157120001,0,0,3550,19390459.6427612,22253.2393439053
3551,4c07d11e-1095-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29032,157141,Sraheen,157141006,157141006,A157141006,0,0,3551,2693996.25192261,8366.01027591255
3552,4c07d11e-1096-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29029,157120,Mount Falcon,157120005,157120005,A157120005,0,0,3552,3174379.32452393,12214.4828677797
3553,4c07d11e-1097-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29081,157143,Strade,157143002,157143002,A157143002,0,0,3553,11080559.2426453,20204.0564651625
3554,4c07d11e-1098-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29117,157119,Meelick,157119003,157119003,A157119003,0,0,3554,6563184.29626465,13793.6908913864
3555,4c07d11e-1099-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29121,157148,Toomore,157148002,157148002,A157148002,0,0,3555,12051866.211853,20143.3829299742
3556,4c07d11e-109a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29121,157148,Toomore,157148001,157148001,A157148001,0,0,3556,8143751.43109131,13284.9033551851
3557,4c07d11e-109b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29117,157119,Meelick,157119001,157119001,A157119001,0,0,3557,7117541.58731079,13919.3963238136
3558,4c07d11e-0793-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065084,167065084,A167065084,0,0,3558,4736222.48568726,10532.6530907755
3559,4c07d11e-0794-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065078,167065078,A167065078,0,0,3559,5934848.690979,13865.2163326571
3560,4c07d11e-0795-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065059,167065059,A167065059,0,0,3560,2869204.63858032,9059.92979578778
3561,4c07d11e-0796-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065024,167065024,A167065024,0,0,3561,10032895.854187,15385.9594827556
3562,4c07d11e-0797-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11050,167004,Ardmulchan,167004004,167004004,A167004004,0,0,3562,7084301.78686523,12877.5783309611
3563,4c07d11e-0798-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11050,167004,Ardmulchan,167004001,167004001,A167004001,0,0,3563,6355554.96466064,13680.672666307
3564,4c07d11e-0799-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11054,167041,Kentstown,167041005,167041005,A167041005,0,0,3564,6128863.8899231,14634.6682592271
3565,4c07d11e-079a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11050,167004,Ardmulchan,167004003,167004003,A167004003,0,0,3565,5885873.33868408,11765.1777776819
3566,4c07d11e-079b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11050,167004,Ardmulchan,167004002,167004002,A167004002,0,0,3566,4803824.58752441,16212.8255080181
3567,4c07d11e-0884-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11027,167023,Cruicetown,167023001,167023001,A167023001,0,0,3567,20838969.9985352,22749.1641064184
3568,4c07d11e-0885-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32010,027073,Mullagh,027073003,027073003,A027073003,0,0,3568,8706965.1192627,19134.0879928046
3569,4c07d11e-0886-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32003,027020,Carnagarve,027020002,027020002,A027020002,0,0,3569,10607589.5783081,17555.5713685411
3570,4c07d11e-0887-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32002,027004,Bailieborough,027004005,027004005,A027004005,0,0,3570,6159334.32229614,13671.7000716484
3571,4c07d11e-0888-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32006,027048,Enniskeen,027048002,027048002,A027048002,0,0,3571,11542776.7593689,17380.3842954255
3572,4c07d11e-0889-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11038,167069,Nobber,167069001,167069001,A167069001,0,0,3572,10476889.671814,13513.7627358815
3573,4c07d11e-088a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11024,167014,Carrickleck,167014001,167014001,A167014001,0,0,3573,7719756.4487915,18356.5579488867
3574,4c07d11e-088b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11024,167014,Carrickleck,167014002,167014002,A167014002,0,0,3574,10363507.1213074,16688.5750035249
3575,4c07d11e-088c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11052,167018,Castletown,167018001,167018001,A167018001,0,0,3575,12267749.4231567,24619.1258835597
3576,4c07d11e-088d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11052,167018,Castletown,167018003,167018003,A167018003,0,0,3576,4238592.29418945,9902.24698894465
3577,4c07d11e-088e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11052,167018,Castletown,167018004,167018004,A167018004,0,0,3577,7630348.55819702,14141.5723509938
3578,4c07d11e-088f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11006,167048,Killary,167048001,167048001,A167048001,0,0,3578,10096693.6626587,18877.3199868627
3579,4c07d11e-0890-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11038,167069,Nobber,167069002,167069002,A167069002,0,0,3579,9608419.93002319,18039.7996934769
3580,4c07d11e-0639-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11015,167074,Rathfeigh,167074002,167074002,A167074002,0,0,3580,7048782.93670654,14128.6067826203
3581,4c07d11e-063a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11015,167074,Rathfeigh,167074003,167074003,A167074003,0,0,3581,13305830.7593689,17679.6421987629
3582,4c07d11e-063b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11043,167003,Ardcath,167003003,167003003,A167003003,0,0,3582,5639936.30593872,12515.6751809727
3583,4c07d11e-063c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04021,267091,Garristown,267091003,267091003,A267091003,0,0,3583,12094376.3461914,21434.1099013582
3584,4c07d11e-1203-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31036,207009,Ballymote,207009002,207009002,A207009002,0,0,3584,6483775.8581543,11241.5190889115
3585,4c07d11e-1204-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31073,207031,Coolaney,207031001,207031001,A207031001,0,0,3585,15819491.6074829,22269.8186217368
3586,4c07d11e-1205-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31073,207031,Coolaney,207031002,207031002,A207031002,0,0,3586,6827380.87957764,13379.6865861414
3587,4c07d11e-1206-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31043,207021,Carrickbanagher,207021002,207021002,A207021002,0,0,3587,10586187.7035522,20685.5933766764
3588,4c07d11e-06b5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13041,237035,Delvin,237035004,237035004,A237035004,0,0,3588,9590218.09664917,17184.3968233508
3589,4c07d11e-06b6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13036,237015,Ballynaskeagh,237015001,237015001,A237015001,0,0,3589,14415662.4610291,19707.1919825192
3590,4c07d11e-06b7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13035,237011,Ballyhealy,237011001,237011001,A237011001,0,0,3590,11679651.4957886,14306.2757323838
3591,4c07d11e-06b8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13041,237035,Delvin,237035001,237035001,A237035001,0,0,3591,3087353.2013855,8384.22657123034
3592,4c07d11e-06b9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13040,237034,Copperalley,237034001,237034001,A237034001,0,0,3592,15122513.5127869,20361.0768205393
3593,4c07d11e-06ba-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13054/13085,237007/237072,Ballinalack / Lackan,237072001,237072001,A237072001,0,0,3593,7015345.92095947,12259.6104449284
3594,4c07d11e-06bb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13092,237081,Multyfarnham,237081001,237081001,A237081001,0,0,3594,7177221.67053223,13369.1257230681
3595,4c07d11e-06bc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13042,237042,Faughalstown,237042001,237042001,A237042001,0,0,3595,15945197.4776001,19731.1113723972
3596,4c07d11e-06bd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13050,237069,Kinturk,237069003,237069003,A237069003,0,0,3596,2250160.68914795,8143.20717213818
3597,4c07d11e-06be-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13026,237018,Boherquill,237018001,237018001,A237018001,0,0,3597,14182353.4559021,18036.7851244002
3598,4c07d11e-105f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18102,047279,Riverstown,047279001,047279001,A047279001,0,0,3598,8974215.46203613,19465.340390769
3599,4c07d11e-0c7f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27007,067062,Clonfert,067062002,067062002,A067062002,0,0,3599,15359016.8223877,20823.3774257256
3600,4c07d11e-0c80-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27007,067062,Clonfert,067062001,067062001,A067062001,0,0,3600,15978740.0804443,17909.6365184813
3601,4c07d11e-0c81-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27015,067141,Kilmacshane,067141001,067141001,A067141001,0,0,3601,30150987.2470703,23131.7436591779
3602,4c07d11e-0c82-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12018,187047,Huntston,187047002,187047002,A187047002,0,0,3602,7960126.28726196,15685.8220497447
3603,4c07d11e-0c83-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,RN,Roscommon,30008,197035,Cloonburren,197035001,197035001,A197035001,0,0,3603,18077237.2895508,19250.6338634481
3604,4c07d11e-0c84-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,RN,Roscommon,30011,197045,Creagh,197045002,197045002,A197045002,0,0,3604,7428467.09695435,15956.3798375144
3605,4c07d11e-0c85-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,RN,Roscommon,30002,197014,Ballydangan,197014001,197014001,A197014001,0,0,3605,11754739.1044617,16709.7368294906
3606,4c07d11e-06fb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11072,167009,Ballyconnell,167009002,167009002,A167009002,0,0,3606,14625087.8987427,22518.7512711856
3607,4c07d11e-06fc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11092,167090,Trim Rural,167090001,167090001,A167090001,0,0,3607,5985560.15313721,10820.7815930795
3608,4c07d11e-06fd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11075,167019,Cloghbrack,167019001,167019001,A167019001,0,0,3608,9322033.91702271,20693.6397843983
3609,4c07d11e-06fe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11084,167045,Kildalky,167045003,167045003,A167045003,0,0,3609,3711781.33648682,10108.1732673283
3610,4c07d11e-06ff-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11079,167035,Grennanstown,167035003,167035003,A167035003,0,0,3610,11747772.1807861,15364.6369867706
3611,4c07d11e-0700-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11084,167045,Kildalky,167045002,167045002,A167045002,0,0,3611,7179963.90945435,14420.2282803315
3612,4c07d11e-0701-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11070,167006,Baile Átha Buí,167006001,167006001,A167006001,0,0,3612,9860511.80960083,19055.7110602977
3613,4c07d11e-0702-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11092,167090,Trim Rural,167090014,167090014,A167090014,0,0,3613,5780462.28088379,13566.7965480143
3614,4c07d11e-0703-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11082,167043,Cill Bhríde,167043001,167043001,A167043001,0,0,3614,16130921.8766174,18757.5966341901
